User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
925,0,Mastercard,Debit,5305112976234173,12/2022,182,YES,1,925,01/2020,2020,No
925,1,Mastercard,Debit,5936573293417599,02/2020,173,YES,1,925,02/2020,2020,No
925,2,Visa,Debit,4551396345815636,10/2021,834,YES,2,925,02/2020,2020,No
925,3,Mastercard,Credit,5754933315571734,08/2024,524,YES,2,925,02/2020,2020,No
926,0,Mastercard,Debit (Prepaid),5644009999089881,07/2021,745,YES,2,926,01/2020,2020,No
927,0,Mastercard,Debit,5946098082933887,02/2020,492,YES,1,927,02/2020,2020,No
927,1,Visa,Credit,4177846249033058,08/2024,974,YES,1,927,02/2020,2020,No
927,2,Mastercard,Debit,5014002698424637,01/2022,789,YES,2,927,02/2020,2020,No
928,0,Mastercard,Credit,5113385398145640,03/2011,64,YES,1,928,10/2004,2007,No
928,1,Mastercard,Credit,5848472394865253,10/2020,65,YES,2,928,09/2001,2010,No
928,2,Mastercard,Credit,5691724269449732,03/2024,70,NO,1,928,10/1996,2012,No
928,3,Visa,Debit,4374177951721878,12/2023,692,NO,2,928,05/2011,2013,No
929,0,Amex,Credit,308172687372686,08/2022,784,YES,1,929,07/1998,2013,No
929,1,Visa,Credit,4539993816741443,03/2023,11,YES,1,929,01/2012,2012,No
929,2,Mastercard,Debit,5101124751213938,11/2022,652,YES,2,929,05/2016,2016,No
930,0,Mastercard,Debit,5826135241607424,02/2020,122,YES,2,930,01/2020,2020,No
931,0,Mastercard,Credit,5920524223877097,11/2024,661,NO,1,931,09/2007,2008,No
931,1,Mastercard,Credit,5098671138116677,12/2011,455,YES,1,931,10/2010,2010,No
931,2,Visa,Credit,4281927270188113,03/2021,372,YES,1,931,09/2005,2013,No
931,3,Mastercard,Debit (Prepaid),5548793272738670,04/2024,233,YES,1,931,01/2006,2010,No
932,0,Visa,Credit,4133581250475930,10/2022,896,YES,1,932,01/2020,2020,No
932,1,Visa,Debit,4556637634817262,03/2023,126,YES,2,932,05/2008,2009,No
932,2,Mastercard,Credit,5131036676128155,08/2024,342,YES,2,932,07/2015,2015,No
932,3,Amex,Credit,387783458708691,03/2024,124,YES,1,932,07/2007,2011,No
933,0,Visa,Debit,4536763812166738,01/2021,475,YES,1,933,05/2012,2012,No
933,1,Mastercard,Debit,5796942838820076,10/2021,291,NO,1,933,01/2020,2020,No
933,2,Amex,Credit,310838708616037,03/2022,96,NO,2,933,12/2004,2014,No
933,3,Visa,Credit,4074614873243599,12/2020,16,YES,1,933,02/2011,2011,No
934,0,Mastercard,Debit,5495672050218584,02/2022,792,YES,1,934,08/2004,2015,No
934,1,Discover,Credit,6591224063219779,10/2020,174,YES,2,934,05/2013,2013,No
934,2,Mastercard,Credit,5418010568255294,06/2018,205,YES,2,934,11/2010,2012,No
934,3,Visa,Credit,4361264242552157,12/2021,440,YES,2,934,10/2006,2011,No
935,0,Mastercard,Debit,5915885449164037,10/2022,744,YES,1,935,12/2008,2015,No
935,1,Mastercard,Debit (Prepaid),5855592283767121,12/2020,132,YES,1,935,08/2006,2014,No
936,0,Mastercard,Credit,5388350141546014,01/2020,278,YES,2,936,04/2005,2008,No
936,1,Amex,Credit,341587958222262,06/2024,281,YES,2,936,05/2012,2012,No
937,0,Discover,Credit,6844863173851964,11/2024,435,YES,2,937,04/2016,2016,No
937,1,Mastercard,Debit,5517394959961406,10/2023,758,NO,2,937,07/2009,2010,No
937,2,Mastercard,Credit,5631203582527418,10/2023,995,YES,1,937,09/2010,2015,No
937,3,Visa,Credit,4530836617790002,06/2022,596,YES,2,937,02/2014,2014,No
937,4,Discover,Credit,6755650709292906,05/2023,220,YES,2,937,09/2008,2011,No
938,0,Mastercard,Debit,5098350921641458,04/2023,974,YES,1,938,10/1998,2010,No
938,1,Mastercard,Debit,5986700523468552,12/2020,317,YES,1,938,06/2006,2006,No
938,2,Mastercard,Debit,5705118094307247,08/2022,295,YES,1,938,11/2015,2015,No
938,3,Mastercard,Debit,5865202589439156,12/2006,927,YES,2,938,05/2005,2005,No
938,4,Mastercard,Debit,5920582128586067,03/2012,387,YES,2,938,10/2006,2008,No
938,5,Discover,Credit,6208549056774201,06/2020,325,YES,1,938,09/2000,2011,No
939,0,Visa,Credit,4867749358306187,05/2023,503,YES,2,939,01/2020,2020,No
939,1,Mastercard,Debit,5356595125371375,02/2020,118,YES,2,939,01/2020,2020,No
939,2,Mastercard,Debit,5652463737028904,02/2020,322,YES,2,939,02/2020,2020,No
939,3,Mastercard,Debit (Prepaid),5620630869634949,02/2024,155,YES,2,939,01/2020,2020,No
940,0,Mastercard,Debit,5442893744984249,06/2019,926,YES,2,940,03/2005,2011,No
940,1,Visa,Credit,4273233611719444,10/2014,602,YES,1,940,04/2005,2010,No
940,2,Mastercard,Debit,5036287741782216,04/2023,791,YES,2,940,07/2008,2008,No
940,3,Visa,Debit,4685370244169283,04/2022,311,YES,2,940,06/2007,2014,No
940,4,Visa,Debit (Prepaid),4616391251053035,06/2011,600,YES,1,940,09/2006,2017,No
941,0,Mastercard,Debit,5017276941811863,09/2023,728,YES,1,941,10/2003,2008,No
941,1,Mastercard,Debit,5113638843250393,09/2023,734,YES,1,941,04/2004,2012,No
942,0,Mastercard,Debit,5819953308753509,12/2024,978,YES,1,942,01/2020,2020,No
942,1,Mastercard,Debit (Prepaid),5461501204746611,07/2021,921,YES,1,942,01/2020,2020,No
942,2,Visa,Credit,4172901867929023,06/2021,815,YES,1,942,10/2015,2015,No
943,0,Visa,Debit (Prepaid),4338179283608637,01/2022,479,YES,2,943,04/2006,2010,No
943,1,Mastercard,Debit (Prepaid),5499438981291346,06/2020,547,NO,1,943,02/2006,2006,No
944,0,Mastercard,Debit,5317963113167475,08/2023,60,YES,1,944,10/2014,2014,No
944,1,Visa,Credit,4499974645760874,12/2024,556,YES,1,944,04/2011,2014,No
944,2,Visa,Debit,4855184148394849,01/2022,646,YES,2,944,04/2009,2014,No
944,3,Mastercard,Debit,5095105587832290,04/2009,488,YES,2,944,08/2006,2007,No
945,0,Mastercard,Debit,5716512774333391,07/2024,690,YES,1,945,05/2015,2015,No
945,1,Mastercard,Debit (Prepaid),5128224925042600,03/2021,416,YES,2,945,10/2005,2008,No
945,2,Mastercard,Debit,5841318855882805,09/2018,598,NO,2,945,11/2008,2011,No
945,3,Mastercard,Credit,5806437154431806,11/2012,9,YES,1,945,07/2009,2014,No
945,4,Mastercard,Debit,5094889405071154,05/2022,229,YES,2,945,12/2010,2010,No
946,0,Visa,Debit,4219882258727403,01/2020,656,YES,1,946,07/2017,2017,No
946,1,Visa,Credit,4821384154009946,09/2024,7,YES,1,946,03/2010,2011,No
946,2,Visa,Credit,4104821247175147,07/2021,10,YES,1,946,11/2007,2007,No
946,3,Mastercard,Debit,5315137645798994,04/2023,777,YES,1,946,09/2002,2008,No
947,0,Mastercard,Debit,5521656165067355,07/2020,771,YES,1,947,01/2020,2020,No
947,1,Mastercard,Debit,5614214525430856,08/2024,54,YES,2,947,02/2020,2020,No
947,2,Mastercard,Debit,5745960951909793,01/2024,921,NO,2,947,01/2020,2020,No
948,0,Visa,Debit,4367233384706347,11/2015,188,NO,2,948,04/2008,2008,No
948,1,Mastercard,Credit,5843002193982556,09/2012,247,YES,2,948,09/2005,2014,No
948,2,Mastercard,Debit,5285092902484419,10/2017,930,YES,2,948,11/2004,2016,No
949,0,Visa,Debit,4044587617721396,11/2021,838,YES,1,949,08/2016,2016,No
949,1,Discover,Credit,6308747644809116,10/2021,62,YES,1,949,06/2006,2012,No
949,2,Mastercard,Debit,5516369728570927,10/2022,822,YES,1,949,01/2007,2011,No
949,3,Mastercard,Credit,5899977049289049,10/2020,747,YES,2,949,01/2002,2011,No
949,4,Visa,Credit,4213819030854815,06/2024,692,YES,2,949,05/2009,2019,No
949,5,Visa,Debit,4896500420485745,03/2020,197,YES,2,949,06/2000,2017,No
950,0,Visa,Credit,4892840339331137,07/2024,127,YES,2,950,02/2009,2012,No
950,1,Mastercard,Credit,5671490114250433,01/2020,534,NO,3,950,01/2020,2020,No
951,0,Visa,Debit,4621289769533601,03/2022,629,YES,2,951,08/2009,2009,No
951,1,Mastercard,Debit,5087574290944963,08/2009,540,YES,2,951,05/2009,2009,No
951,2,Mastercard,Debit,5469440611983411,06/2018,723,YES,2,951,04/2010,2012,No
951,3,Mastercard,Credit,5944277345824239,11/2021,689,YES,2,951,04/2010,2011,No
951,4,Mastercard,Debit,5515952308018882,02/2020,490,NO,3,951,02/2008,2010,No
952,0,Visa,Debit,4556029140337815,07/2024,537,YES,2,952,02/2020,2020,No
952,1,Discover,Credit,6713198244025271,10/2010,952,YES,2,952,10/2010,2011,No
952,2,Visa,Credit,4609569293297684,07/2020,165,YES,2,952,06/2005,2017,No
953,0,Discover,Credit,6960133989364222,12/2010,808,NO,1,953,07/2010,2010,No
953,1,Mastercard,Debit,5988465973991532,10/2021,869,YES,2,953,12/2004,2008,No
953,2,Mastercard,Debit,5477771408952435,04/2022,980,YES,2,953,07/2007,2016,No
953,3,Visa,Credit,4275721419388991,08/2012,125,YES,1,953,06/2012,2012,No
954,0,Mastercard,Debit (Prepaid),5477226022582793,04/2018,961,NO,3,954,11/2010,2013,No
955,0,Visa,Debit,4361413457601347,09/2020,932,NO,1,955,02/2020,2020,No
955,1,Mastercard,Debit,5102512406568371,12/2023,196,YES,2,955,01/2020,2020,No
956,0,Visa,Debit,4255117392431602,04/2020,582,NO,2,956,07/1999,2012,No
957,0,Mastercard,Debit,5909062238371484,04/2024,211,YES,1,957,07/2012,2012,No
957,1,Amex,Credit,346964605654298,02/2020,530,YES,1,957,02/2020,2020,No
958,0,Mastercard,Credit,5802759460691737,12/2019,312,YES,1,958,09/2007,2014,No
958,1,Mastercard,Debit,5050211780967429,04/2021,316,YES,2,958,02/2011,2011,No
958,2,Mastercard,Debit,5691786126216800,06/2021,451,YES,2,958,02/2020,2020,No
958,3,Mastercard,Debit,5472791324252431,04/2020,138,YES,2,958,02/2020,2020,No
959,0,Mastercard,Debit (Prepaid),5348108239138924,11/2023,893,YES,2,959,02/2007,2010,No
959,1,Visa,Credit,4839347876295447,03/2024,844,YES,1,959,02/2004,2015,No
959,2,Visa,Debit,4760435386907937,01/2022,2,YES,2,959,04/2010,2010,No
959,3,Discover,Credit,6553992478482052,01/2020,897,YES,1,959,01/2020,2020,No
959,4,Mastercard,Debit,5025292542824623,04/2021,264,YES,2,959,09/2001,2011,No
959,5,Discover,Credit,6898335342234639,03/2022,107,YES,1,959,03/2010,2016,No
960,0,Mastercard,Debit,5586398791957987,03/2022,828,YES,1,960,01/2012,2012,No
960,1,Visa,Debit,4777281869545650,02/2017,256,YES,2,960,02/2007,2009,No
960,2,Visa,Debit,4144623277980192,10/2022,645,YES,2,960,11/2011,2011,No
960,3,Mastercard,Debit,5535701151074664,02/2022,987,YES,1,960,01/2012,2012,No
960,4,Mastercard,Debit,5669514318855142,11/2014,958,NO,1,960,09/2013,2013,No
961,0,Mastercard,Debit,5695114787068183,02/2021,881,YES,2,961,08/2007,2014,No
962,0,Visa,Debit,4998267438899183,02/2020,675,YES,1,962,02/2020,2020,No
962,1,Visa,Debit,4001532089642118,01/2021,681,YES,1,962,01/2013,2013,No
963,0,Visa,Debit,4795449431320485,08/2020,55,YES,2,963,02/2020,2020,No
964,0,Visa,Debit,4401985504522492,10/2023,745,YES,2,964,02/2020,2020,No
964,1,Visa,Credit,4070730691570556,04/2021,834,YES,2,964,02/2020,2020,No
965,0,Mastercard,Debit,5872231427146852,06/2005,616,YES,1,965,10/2004,2010,No
965,1,Mastercard,Credit,5388336417003781,02/2021,355,YES,2,965,01/2008,2009,No
965,2,Mastercard,Debit,5563354301495546,09/2021,337,NO,2,965,09/2007,2007,No
965,3,Mastercard,Credit,5756823922746957,04/2024,644,YES,2,965,09/2010,2010,No
966,0,Visa,Debit,4512873665454661,03/2022,854,YES,1,966,08/2009,2009,No
966,1,Mastercard,Credit,5361975786587169,07/2024,39,YES,1,966,02/2010,2010,No
966,2,Mastercard,Debit,5251416101381622,11/2019,577,YES,2,966,11/2005,2008,No
966,3,Mastercard,Debit,5623100773698393,03/2022,956,YES,2,966,11/2015,2015,No
966,4,Mastercard,Debit,5266317582741981,08/2020,276,YES,2,966,02/2020,2020,No
967,0,Visa,Debit,4590278168014299,09/2014,921,NO,2,967,07/2009,2010,No
967,1,Amex,Credit,398644935987910,03/2023,22,YES,2,967,03/2012,2012,No
967,2,Mastercard,Debit,5259379174477000,06/2006,913,YES,1,967,02/2006,2011,No
967,3,Amex,Credit,384866850602533,09/2021,24,YES,1,967,10/2011,2015,No
968,0,Visa,Debit,4879393662835541,12/2023,176,YES,1,968,03/2012,2012,No
968,1,Visa,Credit,4220895295503221,07/2015,14,YES,1,968,11/2011,2011,No
968,2,Mastercard,Debit,5930100401040067,06/2021,908,YES,1,968,02/2004,2007,No
969,0,Visa,Credit,4095931916462697,01/2020,979,NO,1,969,08/2007,2009,No
969,1,Mastercard,Debit,5420156044028724,03/2020,391,NO,1,969,06/2005,2014,No
969,2,Visa,Debit,4179763879293617,02/2022,245,NO,1,969,09/2011,2015,No
969,3,Visa,Credit,4614912096462106,11/2020,84,YES,1,969,02/2011,2011,No
970,0,Mastercard,Debit,5566661174535407,01/2024,748,YES,1,970,10/2009,2014,No
970,1,Mastercard,Debit,5076319230738343,01/2023,951,YES,1,970,06/2003,2009,No
970,2,Visa,Debit,4172998979903061,09/2022,521,YES,1,970,08/2007,2012,No
971,0,Amex,Credit,338000149804579,09/2013,657,YES,1,971,06/2010,2014,No
971,1,Mastercard,Debit,5752353826326176,05/2021,929,YES,2,971,02/2020,2020,No
972,0,Visa,Credit,4380773389755661,04/2013,71,YES,1,972,06/2011,2011,No
972,1,Visa,Credit,4344621368223240,11/2020,198,NO,1,972,11/2019,2019,No
972,2,Mastercard,Debit,5476991702043637,11/2018,146,YES,1,972,11/2016,2016,No
972,3,Visa,Credit,4049783428118055,12/2023,163,YES,1,972,11/2007,2007,No
973,0,Mastercard,Credit,5502650201752905,04/2009,519,YES,1,973,04/2007,2013,No
973,1,Visa,Credit,4659722496191511,09/2020,241,YES,2,973,12/1999,2008,No
973,2,Mastercard,Debit,5022040734416407,01/2021,283,YES,1,973,09/2010,2010,No
973,3,Mastercard,Credit,5413583936219095,03/2023,131,YES,1,973,04/2005,2012,No
973,4,Visa,Debit,4696902139977410,03/2024,152,YES,1,973,10/2009,2009,No
973,5,Mastercard,Debit,5148179955768342,01/2013,502,YES,2,973,06/2008,2012,No
973,6,Mastercard,Debit,5732012596449271,06/2021,883,YES,2,973,08/2006,2015,No
974,0,Mastercard,Debit,5477468554443618,09/2022,446,YES,2,974,01/2020,2020,No
974,1,Mastercard,Credit,5467734960108980,10/2024,991,YES,1,974,02/2020,2020,No
975,0,Visa,Debit,4212075848270095,08/2022,173,YES,2,975,08/2012,2012,No
975,1,Mastercard,Credit,5389414515165982,12/2022,32,YES,1,975,04/2010,2019,No
975,2,Visa,Debit,4211715476152920,03/2024,345,YES,1,975,04/2011,2011,No
975,3,Visa,Debit,4870854561726482,06/2021,880,YES,1,975,01/2006,2014,No
976,0,Mastercard,Debit,5155395661236319,06/2024,314,YES,1,976,05/2013,2013,No
976,1,Mastercard,Credit,5945533510367596,01/2024,959,YES,1,976,09/2001,2008,No
976,2,Mastercard,Debit,5319476333734439,02/2023,19,YES,2,976,02/2004,2004,No
976,3,Mastercard,Debit,5123064836240629,03/2023,51,YES,1,976,03/2004,2013,No
976,4,Mastercard,Debit,5063433108745789,04/2023,5,NO,2,976,04/2005,2012,No
977,0,Mastercard,Debit,5613513569349333,02/2020,114,YES,1,977,02/2020,2020,No
977,1,Mastercard,Debit,5658431484394884,01/2020,315,YES,1,977,01/2020,2020,No
977,2,Mastercard,Debit,5783091385721120,02/2020,13,YES,1,977,01/2020,2020,No
978,0,Visa,Debit,4684387276535730,08/2024,268,YES,2,978,02/2020,2020,No
978,1,Visa,Credit,4868914806629263,06/2021,736,YES,2,978,01/2020,2020,No
979,0,Mastercard,Credit,5806288548928072,12/2024,798,YES,2,979,08/2009,2009,No
979,1,Visa,Credit,4235472002609759,10/2009,833,YES,2,979,07/2009,2011,No
979,2,Mastercard,Credit,5956371730449671,07/2024,475,YES,2,979,01/2007,2010,No
979,3,Visa,Debit (Prepaid),4728580889162679,02/2020,997,YES,2,979,02/2020,2020,No
979,4,Mastercard,Debit,5166350097809360,10/2012,817,YES,1,979,10/2011,2011,No
979,5,Mastercard,Debit,5920164874148882,05/2022,535,YES,2,979,06/2011,2011,No
979,6,Visa,Debit,4207556954928499,03/2020,424,YES,2,979,10/2008,2011,No
980,0,Mastercard,Debit,5127428041251945,08/2022,856,YES,2,980,08/2008,2009,No
980,1,Visa,Debit,4692480656224077,03/2022,281,YES,2,980,11/2006,2013,No
980,2,Visa,Debit,4694285041085172,02/2021,763,YES,1,980,06/2000,2005,No
980,3,Visa,Debit,4976547749422816,09/2023,310,YES,2,980,08/2006,2007,No
981,0,Mastercard,Debit,5835240657071891,12/2021,803,YES,1,981,08/2014,2014,No
981,1,Mastercard,Debit (Prepaid),5839969091471132,12/2024,684,YES,1,981,01/2020,2020,No
981,2,Mastercard,Debit,5792572397689305,10/2024,358,YES,1,981,01/2013,2013,No
981,3,Visa,Debit,4652000658523008,05/2023,271,YES,2,981,04/2011,2011,No
982,0,Discover,Credit,6865624170982694,07/2009,784,YES,2,982,09/2008,2011,No
983,0,Mastercard,Debit,5123561690852830,05/2024,861,YES,1,983,02/2009,2009,No
983,1,Visa,Debit,4783119984911395,10/2020,467,YES,2,983,09/1998,2014,No
983,2,Visa,Debit,4818828811526445,05/2024,311,YES,2,983,07/2005,2010,No
983,3,Mastercard,Debit,5253350118420216,08/2020,499,YES,1,983,10/2009,2009,No
983,4,Visa,Debit,4992215485322239,02/2020,201,YES,2,983,11/2010,2011,No
984,0,Mastercard,Debit,5144399692785721,11/2023,732,YES,2,984,02/2020,2020,No
984,1,Mastercard,Debit,5892951431288814,11/2021,447,YES,1,984,07/2018,2018,No
984,2,Mastercard,Debit (Prepaid),5653678810336995,04/2019,732,YES,1,984,10/2009,2009,No
985,0,Visa,Debit,4573378734803801,06/2022,261,YES,1,985,02/2020,2020,No
985,1,Visa,Credit,4460007278587507,01/2021,225,NO,1,985,02/2020,2020,No
985,2,Mastercard,Credit,5775614858102647,01/2020,32,YES,2,985,01/2020,2020,No
985,3,Mastercard,Debit,5388782065071878,01/2024,712,YES,2,985,02/2020,2020,No
986,0,Visa,Debit,4088000072942924,04/2023,532,YES,1,986,05/2011,2012,No
986,1,Mastercard,Credit,5886410081258720,02/2020,684,YES,1,986,08/2004,2019,No
986,2,Mastercard,Debit,5247279086681076,04/2024,220,YES,2,986,03/2001,2006,No
986,3,Visa,Debit,4215158911989619,03/2022,756,YES,1,986,07/2000,2015,No
986,4,Visa,Debit,4995123817442034,04/2021,658,YES,2,986,12/2008,2010,No
987,0,Visa,Debit,4048124341417315,10/2021,117,YES,2,987,06/2006,2011,No
987,1,Visa,Debit,4160987980022088,10/2012,11,YES,2,987,03/2004,2008,No
987,2,Mastercard,Credit,5640983344867524,02/2023,571,NO,2,987,12/2006,2012,No
987,3,Visa,Debit (Prepaid),4201848747072347,08/2018,604,YES,2,987,08/2009,2014,No
988,0,Mastercard,Debit,5092269775831902,01/2021,394,YES,2,988,08/2008,2011,No
988,1,Amex,Credit,395345060148797,05/2023,951,YES,2,988,04/2010,2012,No
988,2,Mastercard,Debit,5661288400929871,02/2022,934,YES,2,988,08/2005,2009,No
989,0,Visa,Debit,4535570138499229,07/2024,704,YES,2,989,08/2011,2011,No
989,1,Visa,Debit,4931400640582638,09/2017,835,YES,2,989,09/2016,2016,No
989,2,Mastercard,Credit,5099657480091697,05/2021,249,YES,1,989,03/2006,2011,No
990,0,Mastercard,Debit (Prepaid),5932488176672897,02/2020,164,YES,1,990,01/2020,2020,No
990,1,Mastercard,Debit,5413909063250465,04/2022,732,YES,1,990,02/2011,2011,No
990,2,Visa,Debit,4940361010295816,03/2016,253,YES,1,990,10/2010,2010,No
990,3,Mastercard,Credit,5598315468243237,10/2024,385,YES,1,990,08/1994,2011,No
991,0,Mastercard,Debit,5056408661252934,11/2020,961,YES,1,991,02/2005,2011,No
991,1,Visa,Debit,4884544538827906,01/2015,296,YES,1,991,09/2013,2013,No
991,2,Mastercard,Debit,5481725798944325,05/2023,964,YES,1,991,02/1999,2011,No
992,0,Visa,Credit,4209302581526449,06/2023,777,YES,2,992,02/2010,2010,No
992,1,Visa,Debit,4273067279715891,12/2017,541,YES,2,992,07/2009,2011,No
993,0,Visa,Debit,4866092405623392,08/2024,386,YES,2,993,12/2006,2010,No
993,1,Mastercard,Debit,5746148101457486,06/2022,950,YES,2,993,09/2009,2014,No
994,0,Mastercard,Debit,5099488514797621,06/2021,652,YES,2,994,05/2010,2011,No
994,1,Amex,Credit,398823738054759,09/2020,162,YES,2,994,08/2009,2011,No
995,0,Mastercard,Debit,5329313809426347,11/2020,20,YES,2,995,01/2010,2010,No
995,1,Mastercard,Debit,5518456077758792,06/2020,995,YES,1,995,01/2009,2009,No
995,2,Mastercard,Debit,5404585495463228,10/2024,263,YES,2,995,05/2017,2017,No
996,0,Visa,Debit,4014763594580478,10/2024,355,YES,2,996,02/2009,2013,No
996,1,Mastercard,Debit,5817112710661345,01/2020,29,YES,2,996,08/2006,2012,No
996,2,Amex,Credit,382683082835230,07/2021,521,YES,2,996,04/2003,2011,No
996,3,Amex,Credit,316487244875963,08/2023,737,NO,2,996,01/2009,2009,No
997,0,Mastercard,Debit,5161633770589124,02/2024,891,YES,2,997,09/2018,2018,No
998,0,Mastercard,Debit,5267518025716847,01/2022,292,YES,2,998,03/2006,2013,No
998,1,Mastercard,Debit,5343513913226549,09/2023,514,YES,1,998,02/2006,2012,No
999,0,Discover,Credit,6441659233130363,03/2023,515,YES,2,999,10/2006,2006,No
999,1,Visa,Debit,4268017872699469,11/2016,476,YES,2,999,02/2008,2015,No
999,2,Visa,Credit,4033929197271889,01/2023,190,YES,2,999,02/2010,2010,No
999,3,Visa,Debit,4759457733349546,10/2021,437,YES,1,999,11/2005,2010,No
1000,0,Mastercard,Debit,5881679887889712,01/2020,806,NO,1,1000,01/2020,2020,No
1001,0,Mastercard,Debit (Prepaid),5560061541901648,11/2024,633,YES,1,1001,09/2004,2010,No
1001,1,Visa,Debit,4531149590903516,08/2020,97,YES,1,1001,02/2020,2020,No
1001,2,Visa,Credit,4108533772649718,06/2008,548,YES,1,1001,11/2004,2006,No
1002,0,Visa,Debit,4137249838027633,04/2023,861,YES,2,1002,01/2003,2007,No
1002,1,Mastercard,Debit,5890246534257372,12/2021,12,YES,2,1002,08/2012,2012,No
1002,2,Mastercard,Debit,5800183437928465,04/2024,148,YES,2,1002,12/2015,2015,No
1002,3,Mastercard,Debit,5128197080308718,06/2023,759,YES,1,1002,04/2005,2010,No
1002,4,Visa,Debit,4704455652130191,12/2023,175,YES,1,1002,11/2003,2008,No
1002,5,Mastercard,Debit,5908095549619753,10/2015,530,YES,1,1002,05/2015,2015,No
1003,0,Visa,Debit,4279264771451574,02/2020,378,YES,2,1003,06/2010,2012,No
1003,1,Mastercard,Debit,5200107685480370,05/2024,624,YES,1,1003,10/2009,2016,No
1003,2,Visa,Debit,4003165279623450,03/2023,317,YES,1,1003,11/2006,2015,No
1003,3,Mastercard,Debit,5155468051288343,09/2022,703,YES,1,1003,08/2008,2008,No
1003,4,Mastercard,Debit,5625958291463283,07/2023,783,YES,2,1003,02/2008,2014,No
1003,5,Visa,Debit,4577924057885157,05/2023,594,YES,1,1003,09/2009,2011,No
1004,0,Visa,Debit (Prepaid),4291878920009873,01/2020,108,NO,1,1004,01/2020,2020,No
1004,1,Amex,Credit,393079452928936,03/2024,826,YES,2,1004,01/2020,2020,No
1004,2,Mastercard,Credit,5443689960543700,11/2024,591,YES,2,1004,02/2020,2020,No
1004,3,Mastercard,Debit,5221540371047992,06/2020,258,YES,1,1004,02/2020,2020,No
1004,4,Visa,Debit,4041750526955037,06/2022,408,NO,2,1004,02/2020,2020,No
1005,0,Mastercard,Debit,5508553199519084,03/2019,196,YES,2,1005,03/2004,2010,No
1006,0,Visa,Debit,4954962607216980,10/2023,995,YES,1,1006,07/2010,2012,No
1006,1,Visa,Debit,4435466238583873,04/2022,708,YES,2,1006,10/2002,2008,No
1006,2,Visa,Debit,4343642801597529,08/2013,754,YES,2,1006,03/2013,2013,No
1007,0,Visa,Credit,4858459431343518,12/2022,674,YES,2,1007,01/2020,2020,No
1008,0,Mastercard,Debit,5328768325200248,06/2020,645,YES,1,1008,02/1998,2005,No
1008,1,Amex,Credit,321353785529607,02/2020,213,YES,2,1008,04/2015,2015,No
1008,2,Discover,Credit,6281560178306833,10/2020,359,YES,1,1008,05/2004,2007,No
1008,3,Discover,Credit,6745517172173148,02/2009,611,YES,2,1008,02/2008,2009,No
1008,4,Visa,Debit,4882435446100322,12/2024,332,YES,1,1008,04/2016,2016,No
1008,5,Visa,Debit (Prepaid),4900895647847430,03/2021,730,YES,1,1008,09/2006,2009,No
1009,0,Visa,Credit,4299314704025381,06/2020,215,YES,2,1009,01/2008,2010,No
1009,1,Mastercard,Debit,5779825688535232,03/2021,458,YES,1,1009,08/2015,2015,No
1009,2,Visa,Debit,4276546488958933,12/2023,54,NO,1,1009,10/2016,2016,No
1010,0,Mastercard,Debit,5098870349133203,12/2022,435,YES,1,1010,02/2001,2013,No
1010,1,Mastercard,Debit,5432650033328112,04/2023,920,YES,2,1010,06/2004,2010,No
1010,2,Mastercard,Debit,5405681429153556,04/2019,810,YES,2,1010,07/2005,2008,No
1010,3,Mastercard,Debit,5336536496743892,10/2021,805,YES,2,1010,01/2005,2010,No
1010,4,Mastercard,Debit,5244693372159107,10/2024,682,YES,1,1010,02/2010,2012,No
1011,0,Mastercard,Debit,5371571902299645,04/2024,46,YES,1,1011,11/2012,2012,No
1011,1,Mastercard,Debit,5404154440554855,05/2022,190,YES,1,1011,02/2015,2015,No
1011,2,Mastercard,Debit,5004660687674189,01/2023,841,YES,2,1011,02/2013,2013,No
1012,0,Discover,Credit,6983129592633814,10/2022,237,YES,2,1012,02/2010,2010,No
1013,0,Mastercard,Debit,5968559734305335,01/2022,303,YES,2,1013,09/2007,2012,No
1013,1,Mastercard,Debit,5365437807241284,12/2023,623,YES,2,1013,09/2006,2011,No
1013,2,Mastercard,Debit,5672946381379338,03/2007,314,NO,2,1013,07/2003,2015,No
1013,3,Visa,Debit,4858037645038535,09/2020,745,YES,1,1013,07/2008,2009,No
1014,0,Mastercard,Debit,5243874409265567,01/2021,702,YES,1,1014,01/2017,2017,No
1014,1,Mastercard,Debit,5275365619003581,10/2021,507,YES,1,1014,04/2011,2011,No
1014,2,Visa,Debit,4182859596486161,09/2020,890,YES,2,1014,09/2003,2011,No
1014,3,Mastercard,Debit (Prepaid),5298865153588955,12/2013,297,NO,1,1014,12/2013,2013,No
1015,0,Mastercard,Debit (Prepaid),5023362294953907,08/2020,641,YES,2,1015,01/2020,2020,No
1016,0,Mastercard,Debit,5537790974948480,02/2022,935,YES,2,1016,02/2020,2020,No
1016,1,Mastercard,Credit,5024975183096428,04/2021,542,YES,1,1016,01/2020,2020,No
1017,0,Visa,Debit,4445219636598507,03/2024,699,YES,1,1017,02/2012,2012,No
1017,1,Mastercard,Debit,5621630163698126,02/2020,106,NO,1,1017,01/2020,2020,No
1017,2,Mastercard,Debit,5918825657025750,07/2021,152,YES,2,1017,06/2018,2018,No
1017,3,Mastercard,Debit,5734359364174769,03/2024,802,YES,2,1017,04/2010,2010,No
